,Caption,Topic_ID,Topic_Name
650,Protein ke liye sab kuch 🥵,21,Nutrition & Diet Tips
651,"Couples who exercise together,stays together ❤️🧿❤️ #fitness #gym #workout #fitnessmotivation #fit #motivation #bodybuilding #training #health #fitfam #healthylifestyle #love #lifestyle #gymlife #gymmotivation #sport #instagood #healthy #muscle #personaltrainer #crossfit #fitnessmodel #exercise #weightloss #fitnessjourney #fashion #instagram #wellness #model #yoga",8,Fitness & Exercise
652,Before and after weight any guess??,-1,Nutrition & Diet Tips
653,"Cupping benefits are the following:  Release scar tissue and fascial adhesions Reduce painful trigger points Improve circulation, blood and lymph circulation Relieve pain Promote mobility and range of motion Improves mature scars Decrease toxins",11,Recovery & Injury Prevention
654,Must add supplement during fatloss,10,Weight Management
655,@willsmith reversed his BP HOW??,3,Weight Management
656,Sasta khana,1,Health Awareness
657,Tuff hai naturally tall guys ke liye😢,-1,Nutrition & Diet Tips
658,Doing justice to my name @iamleanbeast_india,7,Lifestyle & Motivation
659,5 lucky winners with correct ans to be given surprise supplements so hurry  ..,-1,Nutrition & Diet Tips
660,Surprising my wife with protein waffle …… @qnt.india,-1,Nutrition & Diet Tips
661,"Watermelon 🍉🍉  Watermelon containsTrusted Source a variety of nutrients, including potassium, magnesium, and vitamins A and C. It’s also relatively low in calories.  Here are the nutrients in 1 cup (152 grams) of raw, diced watermelon:  Calories: 46 Carbs: 11.5 grams Fiber: 0.6 grams Sugar: 9.4 grams Protein: 0.9 grams Fat: 0.2 grams Vitamin A: 5% of the Daily Value (DV) Vitamin C: 14% of the DV Potassium: 4% of the DV Magnesium: 4% of the DV Watermelon is also a rich source of citrulline, an amino acid that may improveTrusted Source exercise performance.  Plus, it boasts antioxidants, including vitamin C, carotenoids, lycopene, and cucurbitacin E, all of which are beneficialTrusted Source for your health in watermelon as well as other food sources.  These compounds help combatTrusted Source free radicals, which are unstable molecules that may damage your cells if they accumulate in your body. Over time, this damage may lead to conditions like diabetes, heart disease, and cancer.",-1,Nutrition & Diet Tips
662,Tumhari sangati,1,Health Awareness
663,How to order in zero sugar lifestyle,9,Sugar & Metabolic Health
664,Love handles ☠️,-1,Nutrition & Diet Tips
665,Breaking my fast …,12,Health Awareness
666,Egg Yolk :- 🥚🍳  egg yolks are also a rich source of vitamin D. They also have a large amount of protein and cholesterol and it is great source of boosting testosterone production in the body. In a study by University of Eastern Finland in 2016 it was found that eating one egg per day is not as harmful as once thought to be.  How many is safe??  My suggestion to have atleast 2-3 whole eggs if u dont go to gym .,2,Nutrition & Diet Tips
667,"How to reduce body fat without counting calories:- 1. Do intermittent fasting  There are several different ways to do intermittent fasting, but they are all based on choosing regular time periods to eat and fast. For instance, you might try eating only during an eight-hour period each day and fast for the remainder. Or you might choose to eat only one meal a day two days a week.  2 . Eat more healthy fats  Choosing fats over carbs as source of energy is the best decision you all can do.  9 High-Fat Foods That Offer Great Health Benefits Avocados. Cheese. Dark chocolate. Whole eggs. Fatty fish. Nuts. Chia seeds. Extra virgin olive oil.  3. Add More Protein equal to your body weight Studies have demonstrated that higher protein diets may spare lean body mass during weight loss, promote weight management, enhance glycemic regulation, and increase intestinal calcium absorption, which may result in long-term improvements in bone health.  4. Avoid Sugar and its various sources  5. Do weight training for 45 min followed by 30 min cardio…",10,Weight Management
668,"Icebath day @essenso.life did 30 min ice bath new record..  What are the benefits of ice baths? Reduces inflammation and swelling. When you take an ice bath, the cold temperature narrows your blood vessels. ... Relieves sore muscles. Stepping into a cold bath might help relieve sore muscles. ... Aids exercise recovery. ... Supports immunity. ... Improves mental health.",11,Recovery & Injury Prevention
669,Wat you eat in private shows in public..,14,Lifestyle & Motivation
670,"DEEP TISSUE MASSAGE ..  Deep tissue massage can be an effective treatment method for various conditions, including sports injuries and back pain. Therapeutic massage may also relieve stress and help with health conditions such as fibromyalgia and high blood pressure. Deep tissue massage works to relax the body and relieve tension.",-1,Nutrition & Diet Tips
671,Wah wah wah,-1,Nutrition & Diet Tips
672,5 top Veg Protein Sources for Vegetarians ..,4,Nutrition & Diet Tips
673,I am back ….. bestest of my-physique in recent years ..,-1,Nutrition & Diet Tips
674,Kyoki time hi nahi hai logo ke pass fitness ka …,1,Health Awareness
675,Action speaks louder than my words..,20,Lifestyle & Motivation
676,24 hours fasting done …,12,Health Awareness
677,Wah wah wah breaking my 20hours fast guess 160gm protein source??,4,Nutrition & Diet Tips
678,Choose right food really lets expose fructose…  Do you know that your liver can only metabolize 6gm of fructose at once …,13,Health Awareness
679,And this happened🙂‍↕️ aaj garmi bahut thi,1,Health Awareness
680,Comment now,6,Insights & Commentary 
681,Agar preworkout afford nahi kar sakte toh..,1,Health Awareness
682,My blood sugar levels spike and how fitness influencers fool you in their video and make you eat sugar..  Sadly this is reality ..  Why cant u test this on yourself to understand it well …  Insulin spike depends upon certain factors like age genetics daily activity but remember 85% if general population are prone to Insulin Resistance,23,Sugar & Metabolic Health
683,AGE IS JUST A NUMBER,3,Weight Management
684,My Dinner 40gm Protein … coke is not imp just for taste i consume it sometimes that too diet coke..,-1,Nutrition & Diet Tips
685,Tag fake natty u know,1,Health Awareness
686,Is high Cholesterol a sign of heart attack??,13,Health Awareness
687,Almond ka alternate— PEANUTS Hung curd is dahi ❤️,-1,Nutrition & Diet Tips
688,34% Body Fat to 10% Body Fat  Yours @iamleanbeast_india,-1,Nutrition & Diet Tips
689,Caption it,-1,Nutrition & Diet Tips
690,Zeher❌,6,Insights & Commentary 
691,Total Protein 35gm..,4,Nutrition & Diet Tips
692,Sugar 😈😈,9,Sugar & Metabolic Health
693,My first Meal Morning,14,Lifestyle & Motivation
694,Baraf ka Record…. NEW WORLD RECORD,1,Health Awareness
695,Salt naturally body cant hold … ur body doesnt have that tendency .. ☠️☠️☠️,-1,Nutrition & Diet Tips
696,"Sasta vs Mehanga Anda..  The colour of an egg yolk can vary depending on the diet of the chicken that laid the egg. Egg yolks can range in colour from pale yellow to deep orange, and the colour does not indicate nutritional value or quality.",2,Nutrition & Diet Tips
697,❤️🧿❤️Wedding outfit  #wedding #bride #love #weddingphotography #weddingdress #weddingday #weddinginspiration #photography #fashion #weddingplanner #makeup #bridetobe #bridal #prewedding #weddingphotographer #weddings #groom #party #engagement #instagood #weddingideas #indianwedding #like #instagram #makeupartist #photooftheday #weddingdecor #beautiful #flowers #birthday,5,Lifestyle & Motivation
698,Fatty liver diabetes main reason … FRUCTOSE …,13,Health Awareness
699,Outfit we wore in BFF’s wedding #wedding #bride #love #weddingphotography #weddingdress #weddingday #weddinginspiration #photography #fashion #weddingplanner #makeup #bridetobe #bridal #prewedding #weddingphotographer #weddings #groom #party #engagement #instagood #weddingideas #indianwedding #like #instagram #makeupartist #photooftheday #weddingdecor #beautiful #flowers #birthday,5,Lifestyle & Motivation
700,Desi boys❤️ @karanxathlete,7,Lifestyle & Motivation
701,Cheese khane se cancer ho sakta hai??,1,Health Awareness
702,Only leanmuscles no Fat Gain  Follow this simple trick..  Do you want lean muscles with ISO Ripped kulfi flav ?  ISORIPPED 100% whey isolate consists of 32 gm of Lean muscle protein with the addition of super weight loss formula. Isoripped is exclusively composed of ultra-filtered whey isolate with the latest ultra-low temperature processing method. Having almost no carbohydrates and the absence of lactose makes this product very easily digestible.,-1,Nutrition & Diet Tips
703,@statue.of.belief 🕉️🕉️,7,Lifestyle & Motivation
704,Protein scam exposed …  Choose quality brands like @qnt.india else u will get fooled forsure,-1,Nutrition & Diet Tips
705,Welldone @ig_sameeerr my student ❤️… u made me proud 🙏  DM ME NOW FOR PAID TRAINING‼️,-1,Nutrition & Diet Tips
706,Sugarcane juice Vs Chach ..,9,Sugar & Metabolic Health
707,Know your carbohydrate… choose wisely in ur next trip,-1,Nutrition & Diet Tips
708,Over 5000 calorie wala gaining shake☠️☠️,-1,Nutrition & Diet Tips
709,Food choice has to be right ..,-1,Nutrition & Diet Tips
710,High cholesterol se heart attack aa gaya ??,13,Health Awareness
711,Best meal watermelon with whey protein from @qnt.india,-1,Nutrition & Diet Tips
712,Salted lassi ✅ Sugarcane juice ❌ in garmi,9,Sugar & Metabolic Health
713,Ohh bhai saab mehnat🙏,1,Health Awareness
714,104kgs to 95kgs in 6 weeks,3,Weight Management
715,Bhai kya kar rahe ho?? @imgauravchander,1,Health Awareness
716,Genuine & Authentic Supplements! Exclusive deals are here for a limited time only! Don't wait until it's too late to grab these incredible offers. There's something for everyone! Check Healthxp.in  . . .  #LimitedTimeOffer #Deals #shopnow #shivamrai #reels #dailyvlog,-1,Nutrition & Diet Tips
717,Lakshay to stay lean 🙏,-1,Nutrition & Diet Tips
718,Beer is injurious to health  Smoking is injurious to health …  No body shaming is done just awareness video ..,-1,Nutrition & Diet Tips
719,50gm protein cheeze pizza aaj dinner meh,4,Nutrition & Diet Tips
720,🚨🚨🚨🔥🔥🥵,6,Insights & Commentary 
721,Protein shrikhand 25gm protein ..,-1,Nutrition & Diet Tips
722,LEAN GOKU..,1,Health Awareness
723,Sasta low carb zero sugar diet… VEG OPTION  NAVRATRI FRIENDLY,-1,Nutrition & Diet Tips
724,Gym in USA 🇺🇸 VS Gym In India 🇮🇳.. @qnt.india,7,Lifestyle & Motivation
725,Legs day😂,6,Insights & Commentary 
726,I have come a long way ❤️,-1,Nutrition & Diet Tips
727,Masturbation se muscle loss hota hai??,1,Health Awareness
728,Almost zero calories 10 real foods you all should add …,2,Nutrition & Diet Tips
729,Gym meh 80% logo ki body kyo nahi hoti??,1,Health Awareness
730,Fasting is on,12,Health Awareness
731,We all know that pain,-1,Nutrition & Diet Tips
732,"Face ice bath benefits :- eliminate puffiness, especially around the eyes. reduce oiliness. ease acne. soothe sunburn. reduce swelling and inflammation, including rashes and insect bites. reduce signs of aging, such as wrinkles. boost the skin’s healthy glow.",11,Recovery & Injury Prevention
733,3 days water fasting🫣🫣…,19,Health Awareness
734,🐅,6,Insights & Commentary 
735,Diabetics precautions ..🚨‼️⚠️⛔️ 1917 text book vs 2024 textbook…,-1,Nutrition & Diet Tips
736,Wat i eat in a restaurent my type of lunch ..,14,Lifestyle & Motivation
737,Sugar ke kitne saare rup 🤓🤓,1,Health Awareness
738,Muscles with Creatine vs Muscles Without Creatine ..  Buy original creatine from @qnt.india website use my coupon QNTEKANSH,22,Nutrition & Diet Tips
739,Sahi jaa raha mamla bhaiyo comment now🙏,1,Health Awareness
740,Hardik most hated player 3 loss in a row,7,Lifestyle & Motivation
741,1500 ka keto meal,-1,Nutrition & Diet Tips
742,My experience,20,Lifestyle & Motivation
743,Manali🧿❤️ #couple #love #couplegoals #cute #wedding #happy #instagood #photography #couples #kiss #together #photooftheday #beautiful #like #boyfriend #instagram #forever #girlfriend #romance #girl #smile #follow #relationshipgoals #instalove #bride #loveyou #fun #couplelove #weddingphotography #kisses,5,Lifestyle & Motivation
744,Diabetics hone ki right age kya hai??,-1,Nutrition & Diet Tips
745,Itna paani peena zaruri hai for better hydration?🤡,1,Health Awareness
746,My keto cake  22gm fat 9 gm protein…,4,Nutrition & Diet Tips
747,Solang valley ❤️❤️,1,Health Awareness
748,Benefits of sauna bath,11,Recovery & Injury Prevention
749,Yes my testosterone are way better than so called 20-21 years fake natty🤡,16,Health Awareness
750,GREECE KA SAPNA MANALI MEH PURA HUA..  Went shirtless in manali❤️❤️✅… mehnat rang laee….,1,Health Awareness
751,Popcorn as snack,-1,Nutrition & Diet Tips
752,How  fitness trainers scam u :-  U cant be flexed for 24 hours…??  1 frame no flex 2nd Frame Total flex ..  Follow @iamleanbeast_india,-1,Nutrition & Diet Tips
